timestamp,currency,total_volume_usd,total_oi,call_volume,put_volume,spot
2026-07-08T07:44:32.217891+00:00,HYPE,31031.550000000003,192740.0,12170.0,12800.0,68.252
2026-07-08T09:59:33.827443+00:00,SOL,82492.37,845250.0,24820.0,17150.0,77.1449
2026-07-08T09:59:33.827443+00:00,HYPE,26154.27,183330.0,9640.0,7780.0,67.94
2026-07-08T11:49:22.606231+00:00,SOL,83567.15000000001,846850.0,22010.0,17130.0,77.5477
2026-07-08T11:49:22.606231+00:00,HYPE,26434.420000000002,184180.0,10200.0,8040.0,68.677
2026-07-08T13:46:19.300559+00:00,SOL,84348.96000000005,848630.0,22000.0,18230.0,77.3034
2026-07-08T13:46:19.300559+00:00,HYPE,27038.759999999995,184740.0,10560.0,8210.0,68.135
2026-07-08T15:58:22.221825+00:00,SOL,67313.18000000001,850590.0,22710.0,16750.0,76.5774
2026-07-08T15:58:22.221825+00:00,HYPE,145836.82,211480.0,40050.0,8960.0,66.831
2026-07-08T17:38:09.631542+00:00,SOL,85667.62999999999,863230.0,22930.0,29260.0,77.5184
2026-07-08T17:38:09.631542+00:00,HYPE,193592.41,211460.0,46120.0,11310.0,67.823
2026-07-08T18:57:18.959413+00:00,SOL,101249.48000000001,866160.0,25970.0,33330.0,77.0764
2026-07-08T18:57:18.959413+00:00,HYPE,196308.65999999997,211550.0,45810.0,11610.0,66.768
2026-07-08T20:19:21.447376+00:00,SOL,131135.80999999997,876650.0,25980.0,44890.0,77.3128
2026-07-08T20:19:21.447376+00:00,HYPE,198039.46999999994,211520.0,46320.0,11500.0,67.259
2026-07-08T21:38:16.639366+00:00,SOL,131946.60999999996,875740.0,26050.0,45020.0,77.1579
2026-07-08T21:38:16.639366+00:00,HYPE,197848.18999999992,211520.0,47440.0,11270.0,66.59
2026-07-08T22:42:17.046198+00:00,SOL,127808.51999999997,875780.0,25120.0,44160.0,77.3683
2026-07-08T22:42:17.046198+00:00,HYPE,197781.40999999995,211460.0,48220.0,10690.0,67.032
2026-07-08T23:44:52.665719+00:00,SOL,127994.47999999998,875930.0,25120.0,44250.0,77.5776
2026-07-08T23:44:52.665719+00:00,HYPE,197962.81999999992,213070.0,48040.0,12470.0,67.573
2026-07-09T01:18:10.963045+00:00,SOL,137235.63999999998,876640.0,26330.0,45690.0,78.3831
2026-07-09T01:18:10.963045+00:00,HYPE,192322.94,213070.0,46710.0,12120.0,68.177
2026-07-09T05:36:15.794788+00:00,SOL,114859.12999999999,878760.0,18670.0,44280.0,77.8158
2026-07-09T05:36:15.794788+00:00,HYPE,195890.49999999997,215320.0,44430.0,11110.0,67.484
2026-07-09T08:54:21.035945+00:00,SOL,114740.11999999998,873590.0,14500.0,41000.0,78.0925
2026-07-09T08:54:21.035945+00:00,HYPE,195299.25999999998,212960.0,45560.0,17860.0,68.113
2026-07-09T11:53:32.038983+00:00,SOL,109155.24999999997,878860.0,13950.0,44610.0,77.5503
2026-07-09T11:53:32.038983+00:00,HYPE,201193.26000000004,224360.0,49800.0,25290.0,67.446
2026-07-09T14:37:35.178259+00:00,SOL,122917.71,891680.0,26760.0,41580.0,77.6143
2026-07-09T14:37:35.178259+00:00,HYPE,213854.80999999997,228520.0,56110.0,27930.0,67.694
2026-07-09T17:06:01.059440+00:00,SOL,102243.86000000002,892970.0,26060.0,29270.0,77.6992
2026-07-09T17:06:01.059440+00:00,HYPE,89137.43,229150.0,30370.0,26230.0,67.204
2026-07-09T18:59:32.818747+00:00,SOL,89944.25000000006,893630.0,23080.0,26370.0,78.2069
2026-07-09T18:59:32.818747+00:00,HYPE,60457.80000000002,232170.0,30030.0,25820.0,67.274
2026-07-09T20:49:55.621332+00:00,SOL,60710.470000000016,894070.0,22600.0,15290.0,78.1872
2026-07-09T20:49:55.621332+00:00,HYPE,63132.70000000002,234110.0,29980.0,27920.0,67.291
2026-07-09T22:15:24.709777+00:00,SOL,61782.09000000001,894880.0,23370.0,15200.0,78.0929
2026-07-09T22:15:24.709777+00:00,HYPE,63085.78000000001,235030.0,28960.0,27960.0,67.229
2026-07-09T23:43:31.973027+00:00,SOL,62745.920000000006,895210.0,24670.0,15090.0,78.0959
2026-07-09T23:43:31.973027+00:00,HYPE,62524.41000000001,235320.0,28380.0,27860.0,67.145
2026-07-10T01:16:04.860700+00:00,SOL,56810.1,896380.0,25530.0,14200.0,78.3008
2026-07-10T01:16:04.860700+00:00,HYPE,62731.570000000014,234980.0,28720.0,27860.0,67.429
2026-07-10T05:29:14.202601+00:00,SOL,64321.590000000004,901150.0,27680.0,17300.0,79.0314
2026-07-10T05:29:14.202601+00:00,HYPE,85927.33999999997,247050.0,31880.0,43190.0,68.162
2026-07-10T08:48:54.686370+00:00,SOL,66424.08000000002,691590.0,30390.0,16700.0,79.3262
2026-07-10T08:48:54.686370+00:00,HYPE,88026.15,188010.0,31360.0,17660.0,68.677
2026-07-10T11:44:16.247898+00:00,SOL,133620.57,795020.0,131240.0,13830.0,79.3156
2026-07-10T11:44:16.247898+00:00,HYPE,83376.46999999999,190860.0,30100.0,18340.0,68.831
2026-07-10T13:45:22.430687+00:00,SOL,138234.68,796460.0,132500.0,14430.0,79.082
2026-07-10T13:45:22.430687+00:00,HYPE,94037.21,201500.0,31000.0,28220.0,68.817
2026-07-10T16:17:16.321104+00:00,SOL,139283.57999999996,799490.0,123310.0,17080.0,78.1985
2026-07-10T16:17:16.321104+00:00,HYPE,71197.30999999998,208250.0,27110.0,32850.0,67.753
2026-07-10T18:07:01.610449+00:00,SOL,154119.59000000003,807510.0,131390.0,18630.0,77.7972
2026-07-10T18:07:01.610449+00:00,HYPE,80666.41999999995,209970.0,23670.0,33520.0,67.803
2026-07-10T19:49:06.749485+00:00,SOL,152068.17,799200.0,131060.0,18810.0,77.9176
2026-07-10T19:49:06.749485+00:00,HYPE,95592.79999999999,210470.0,25320.0,34600.0,67.454
2026-07-10T21:00:39.252589+00:00,SOL,151899.22000000003,799130.0,130900.0,18890.0,77.7992
2026-07-10T21:00:39.252589+00:00,HYPE,93684.95999999998,210580.0,25410.0,33490.0,66.925
2026-07-10T22:14:07.308635+00:00,SOL,151812.26000000004,799320.0,130410.0,18950.0,78.0922
2026-07-10T22:14:07.308635+00:00,HYPE,93634.90999999997,210280.0,24530.0,33990.0,67.432
2026-07-10T23:13:34.171548+00:00,SOL,151636.27000000002,799520.0,130460.0,19040.0,78.0093
2026-07-10T23:13:34.171548+00:00,HYPE,93821.33999999995,210590.0,24840.0,33690.0,67.436
2026-07-11T00:09:50.580882+00:00,SOL,150495.45000000004,799200.0,129040.0,19300.0,78.0481
2026-07-11T00:09:50.580882+00:00,HYPE,93821.33999999995,210590.0,24840.0,33690.0,67.508
2026-07-11T03:39:03.823599+00:00,SOL,155473.94,807810.0,133420.0,17050.0,77.7991
2026-07-11T03:39:03.823599+00:00,HYPE,92218.04999999994,211540.0,23760.0,31860.0,67.161
2026-07-11T06:00:20.942418+00:00,SOL,157992.81,807280.0,132550.0,17190.0,77.8267
2026-07-11T06:00:20.942418+00:00,HYPE,62351.89,212040.0,19500.0,26450.0,66.464
2026-07-11T08:13:16.894851+00:00,SOL,150065.38999999998,803110.0,129810.0,12570.0,78.2034
2026-07-11T08:13:16.894851+00:00,HYPE,56460.61,202450.0,12000.0,24350.0,66.598
2026-07-11T09:49:02.793972+00:00,SOL,145724.25,805280.0,126420.0,13150.0,78.0746
2026-07-11T09:49:02.793972+00:00,HYPE,54558.85,206890.0,11840.0,26060.0,66.67
2026-07-11T10:57:42.617682+00:00,SOL,139202.56,805240.0,124630.0,12070.0,78.1929
2026-07-11T10:57:42.617682+00:00,HYPE,56023.55999999998,208470.0,11790.0,27000.0,66.776
2026-07-11T11:51:47.826181+00:00,SOL,73680.66000000002,805240.0,24610.0,11750.0,78.2031
2026-07-11T11:51:47.826181+00:00,HYPE,56001.569999999985,208470.0,11760.0,27000.0,66.952
2026-07-11T13:00:57.687651+00:00,SOL,73850.67000000001,804940.0,24850.0,11020.0,78.1866
2026-07-11T13:00:57.687651+00:00,HYPE,49972.889999999985,209070.0,11340.0,22580.0,66.808
2026-07-11T14:32:18.334210+00:00,SOL,84097.98,805060.0,25150.0,10130.0,78.5468
2026-07-11T14:32:18.334210+00:00,HYPE,49170.76999999999,211650.0,12350.0,15160.0,67.616
2026-07-11T15:35:46.880425+00:00,SOL,72413.71000000004,805720.0,24710.0,8940.0,78.7854
2026-07-11T15:35:46.880425+00:00,HYPE,61452.509999999995,213820.0,13470.0,14660.0,67.341
